https://www.pasteur.fr/sites/default/files/veng_0.pdf

    Kunduchi 1,4,[5],12,[27] l,[z13],[z28] 1,2
    Kuntair 1,6,14,25 b 1,5
    Kuru 6,8 z l,w
    L
    Labadi 8,20 d z6
    Lagos 1,4,[5],12 i 1,5
    Lamberhurst 3,10 e,h e,n,z15
    Lamin 3,10 l,z28 e,n,x
    Lamphun 6,8 y 1,2
    Lancaster 17 l,v 1,7
    Landala 41 z10 1,6
    Landau 30 i 1,2
    Landwasser 3,10 z z6
    Langenhorn 18 m,t –
    Langensalza 3,10 y l,w
    Langeveld 6,7 l,w e,n,z15
    Langford 28 b e,n,z15
    Lansing 38 i 1,5
    Laredo 1,6,14,25 z10 1,6
    Larochelle 6,7 e,h 1,2
    Larose 6,7 g,z51 e,n,z15
    Lattenkamp 45 z35 1,5
    Lawndale 1,9,12 z 1,5
    Lawra 44 k e,n,z15
    Leatherhead 41 m,t 1,6
    Lechler 51 z e,n,z15
    Leda 53 – 1,6
    Leer 18 z10 1,5
    Leeuwarden 11 b 1,5
    133/166
    Legon 1,4,12,[27] c 1,5
    Lehrte 16 r z6
    Leiden 13,22 z38 –
    Leipzig 41 z10 1,5
    Leith 6,8 a e,n,z15
    Lekke 3,10 d 1,6
    Lene 11 z38 –
    Leoben 28 l,v 1,5
    Leopoldville 6,7,14 b z6
    Lerum 1,3,19 z 1,7
    Lexington 3,{10}{15}{15,34} z10 1,5 [z49]
    Lezennes 6,8 z4,z23 1,7
    Libreville 28 z10 1,6
    Ligeo 30 l,v 1,2
    Ligna 35 z10 z6
    Lika 6,7 i 1,7
    Lille 6,7,14 z38 – [z82]
    Limete 1,4,12,[27] b 1,5
    Lindenburg 6,8 i 1,2
    Lindern 6,14,[24] d e,n,x
    Lindi 38 r 1,5
    Linguere 9,46 b z6
    Lingwala 16 z 1,7
    Linton 13,23 r e,n,z15
    Lisboa 16 z10 1,6
    Lishabi 9,46 z10 1,7
    Litchfield 6,8 l,v 1,2
    Liverpool 1,3,19 d e,n,z15
    Livingstone 6,7,14 d l,w
    Livulu 30 e,h 1,2
    Ljubljana 4,12,27 k e,n,x
    Llandoff 1,3,19 z29 [z6] [z37]
    Llobregat 1,44 z10 e,n,x
    Loanda 6,8 l,v 1,5
    Lockleaze 6,7,14 b e,n,x
    Lode 17 r 1,2
    Lodz 41 z29 –
    Loenga 1,42 z10 z6
    Logone 39 d 1,5
    Lokomo 17 y l,w
    Lokstedt 1,3,19 l,z13,z28 1,2
    134/166
    Lomalinda 1,9,12 a e,n,x
    Lome 9,12 r z6
    Lomita 6,7 e,h 1,5
    Lomnava 16 l,w e,n,z15
    London 3,{10}{15} l,v 1,6
    Lonestar 41 c –
    Losangeles 16 l,v z6
    Loubomo 4,12 z 1,6
    Louga 30 b 1,2
    Louisiana 9,46 z10 z6
    Lovelace 13,22 l,v 1,5
    Lowestoft 17 g,s,t –
    Lubumbashi 41 r 1,5
    Luciana 11 a e,n,z15
    Luckenwalde 28 z10 e,n,z15
    Luedinghausen 17 c 1,5
    Luke 1,47 g,m –
    Lund 6,8 l,v z6
    Lutetia 51 r,i l,z13,z28
    Lyon 47 k e,n,z15
    M
    Maastricht 11 z41 1,2
    Macallen 3,10 z36 –
    Macclesfield 9,46 g,m,s 1,2,7
    Machaga 1,3,19 i e,n,x
    Madelia 1,6,14,25 y 1,7
    Madiago 1,3,19 c 1,7
    Madigan 44 c 1,5
    Madison 21 d z6
    Madjorio 3,10 d e,n,z15
    Madras 4,[5],12 m,t e,n,z15
    Magherafelt 8,20 i l,w
    Magumeri 1,6,14,25 e,h 1,6
    135/166
    Magwa 21 d e,n,x
    Mahina 9,46 z10 e,n,z15
    Maiduguri 1,3,19 f,g,t e,n,z15
    Makiling 43 z29 –
    Makiso 6,7 l,z13,z28 z6
    Malakal 16 e,h 1,2
    Malaysia 28 z10 1,7
    Malika 44 l,z28 1,5
    Malmoe 6,8 i 1,7
    Malstatt 16 b z6
    Mampeza 1,6,14,25 i 1,5
    Mampong 13,22 z35 1,6
    Mana 9,12 b e,n,z15
    Manchester 6,8 l,v 1,7
    Mandera 16 l,z13 e,n,z15
    Mango 38 k 1,5
    Manhattan 6,8 d 1,5 [z58]
    Mannheim 11 k l,w
    Mapo 6,8 z10 1,5
    Mara 39 e,h 1,5
    Maracaibo 11 l,v 1,5
    Marburg 13,23 k –
    Maricopa 1,42 g,z51 1,5
    Marienthal 3,10 k e,n,z15
    Maritzburg 1,44 i e,n,z15
    Marmande 6,8 z 1,7
    Maron 3,10 d z35
    Maroua 11 z 1,7
    Marsabit 52 l,w 1,5
    Marseille 11 a 1,5
    Marshall 13,22 a l,z13,z28
    Martonos 6,14,24 d 1,5
    Maryland 57 b 1,7
    Marylebone 9,46 k 1,2
    Masembe 3,10 a e,n,x
    Maska 1,4,12,27 z41 e,n,z15
    Massakory 35 r l,w
    Massenya 1,4,12,27 k 1,5
    Massilia 11 a 1,6
    Matadi 17 k e,n,x
    Mathura 9,46 i e,n,z15
    136/166
    Matopeni 30 y 1,2
    Mattenhof 17 b e,n,x
    Maumee 16 k 1,6
    Mayday 9,46 y z6
    Mbandaka 6,7,14 z10 e,n,z15 [z37],[z45]
    Mbao 43 i 1,2
    Meekatharra 45 a e,n,z15
    Melaka 16 b 1,2,5
    Melbourne 42 z e,n,z15
    Meleagridis 3,{10}{15}{15,34} e,h l,w
    Memphis 18 k 1,5
    Menden 6,7 z10 1,2
    Mendoza 9,12 l,v 1,2
    Menston 6,7 g,s,[t] [1,6]
    Mesbit 47 m,t e,n,z15
    Meskin 51 e,h 1,2
    Messina 30 d 1,5
    Mgulani 38 i 1,2
    Miami 1,9,12 a 1,5
    Michigan 17 l,v 1,5
    Middlesbrough 1,42 i z6
    Midway 6,14,24 d 1,7
    Mikawasima 6,7,14 y e,n,z15 [z47],[z50]
    Millesi 1,40 l,v 1,2
    Milwaukee 43 f,g,[t] –
    Mim 13,22 a 1,6
    Minna 1,6,14,25 c l,w
    Minnesota 21 b e,n,x [z33],[z49]
    Mishmarhaemek 1,13,23 d 1,5
    Mississippi 1,13,23 b 1,5
    Missouri 11 g,s,t –
    Miyazaki 9,12 l,z13 1,7
    Mjordan 30 i e,n,z15
    Mkamba 6,7 l,v 1,6
    Moabit 16 e,h l,w
    Mocamedes 28 d e,n,x
    Moero 28 b 1,5
    Moers 11 m,t –
    Mokola 3,10 y 1,7
    Molade 8,20 z10 z6
    Molesey 52 b 1,5
    137/166
    Mono 4,12 l,w 1,5
    Mons 1,4,12,27 d l,w
    Monschaui 35 m,t –
    Montaigu 9,46 b 1,2
    Montevideo 6,7,14,[54] g,m,[p],s [1,2,7]
    Montreal 43 c 1,5
    Morbihan 16 m,t e,n,z15
    Morehead 30 i 1,5
    Morillons 28 m,t 1,6
    Morningside 30 c e,n,z15
    Mornington 1,6,14,25 y e,n,z15
    Morocco 30 l,z13,z28 e,n,z15
    Morotai 17 l,v 1,2
    Moroto 28 z10 l,w
    Moscow 1,9,12 g,q –
    Moualine 47 y 1,6
    Moundou 51 l,z28 1,5
    Mountmagnet 21 r –
    Mountpleasant 47 z 1,5
    Moussoro 1,6,14,25 i e,n,z15
    Mowanjum 6,8 z 1,5
    Mpouto 16 m,t –
    Muenchen 6,8 d 1,2 [z67]
    Muenster 3,{10}{15}{15,34} e,h 1,5 [z48]
    Muguga 44 m,t –
    Mulhouse 1,9,12 z 1,2
    Mundonobo 28 d 1,7
    Mundubbera 54 z29 –
    Mura 1,4,12 z10 l,w
    Mygdal 4,12 z91 –
    Myrria 13,23 i 1,7
    138/166
    N
    Naestved 1,9,12 g,p,s –
    Nagoya 6,8 b 1,5
    Nakuru 1,4,12,27 a z6
    Namibia 6,7 c e,n,x
    Namoda 47 z10 e,n,z15
    Namur 39 z4,z23 –
    Nanergou 6,8 g,s,t –
    Nanga 1,13,23 l,v e,n,z15
    Nantes 9,46 y l,w
    Napoli 1,9,12 l,z13 e,n,x
    Narashino 6,8 a e,n,x
    Nashua 28 l,v e,n,z15
    Natal 9,12 z4,z24 –
    Naware 16 z38 –
    Nchanga 3,{10}{15} l,v 1,2
    Ndjamena 1,6,14,25 b 1,2
    Ndolo 1,9,12 d 1,5
    Neftenbach 4,12 z e,n,x
    Nessa 1,6,14,25 z10 1,2
    Nessziona 6,7 l,z13 1,5
    Neudorf 30 b e,n,z15
    Neukoelln 6,7 l,z13,[z28] e,n,z15
    Neumuenster 1,4,12,27 k 1,6
    Neunkirchen 38 z10 [1,5]
    Newholland 4,12,54 m,t –
    Newjersey 39 k e,n,x
    Newlands 3,{10}{15,34} e,h e,n,x
    Newmexico 9,12 g,z51 1,5
    Newport 6,8,20 e,h 1,2 [z67],[z78]
    Newrochelle 3,10 k l,w
    Newyork 13,22 g,s,t –
    Ngaparou 9,46 z4,z24 –
    Ngili 6,7 z10 1,7
    Ngor 1,3,19 l,v 1,5
    139/166
    Niakhar 44 a 1,5
    Niamey 17 d l,w
    Niarembe 44 a l,w
    Niederoderwitz 43 b –
    Nieukerk 6,7,14 d z6
    Nigeria 6,7 r 1,6
    Nijmegen 30 y e,n,z15
    Nikolaifleet 16 g,m,s –
    Niloese 1,3,19 d z6
    Nima 28 y 1,5
    Nimes 13,22 z35 e,n,z15
    Nitra 2,12 g,m –
    Niumi 1,3,19 a 1,5
    Njala 38 k e,n,x
    Nola 6,7 e,h 1,7
    Nordrhein 9,46 l,z13,z28 e,n,z15
    Nordufer 6,8 a 1,7
    Norton 6,7 i l,w
    Norwich 6,7 e,h 1,6
    Nottingham 16 d e,n,z15
    Nowawes 40 z z6
    Noya 8 r 1,7
    Nuatja 16 k e,n,x
    Nyanza 11 z z6 [z83]
    Nyborg 3,{10}{15} e,h 1,7
    Nyeko 16 a 1,7
    O
    Oakey 6,7 m,t z64
    Oakland 6,7 z 1,6,[7]
    Obogu 6,7 z4,z23 1,5
    Ochiogu 1,3,19 z38 [e,n,z15]
    Ochsenwerder 6,7,54 k 1,5
    Ockenheim 30 l,z13,z28 1,6
    140/166
    Odienne 40 y 1,5
    Odozi 30 k e,n,[x],z15
    Oerlikon 39 l,v e,n,z15
    Oesterbro 1,3,19 k 1,5
    Offa 41 z38 –
    Ogbete 43 z 1,5
    Ohio 6,7,14 b l,w [z59]
    Ohlstedt 3,{10}{15} y e,n,x
    Okatie 13,23 g,[s],t –
    Okefoko 3,10 c z6
    Okerara 3,10 z10 1,2
    Oldenburg 16 d 1,2
    Olten 9,46 d e,n,z15
    Omifisan 1,40 z29 –
    Omuna 6,7 z10 z35
    Ona 28 g,s,t –
    Onarimon 1,9,12 b 1,2
    Onderstepoort 1,6,14,[25] e,h 1,5
    Onireke 3,10 d 1,7
    Ontario 9,46 d 1,5
    Oran 38 a e,n,z15
    Oranienburg 6,7,14 m,t [z57]
    Orbe 42 b 1,6
    Ord 52 a e,n,z15
    Ordonez 1,13,23 y l,w
    Orientalis 16 k e,n,z15
    Orion 3,{10}{15}{15,34} y 1,5
    Oritamerin 6,7 i 1,5
    Orlando 18 l,v e,n,z15
    Orleans 43 d 1,5
    Os 9,12 a 1,6
    Oskarshamn 28 y 1,2
    Oslo 6,7,14 a e,n,x
    Osnabrueck 11 l,z13,z28 e,n,x
    Othmarschen 6,7,14 g,m,[t] –
    Ottawa 1,9,12 z41 1,5
    Ouagadougou 1,3,19 i 1,5
    Ouakam 9,46 z29 – [z45]
    Oudwijk 13,22 b 1,6
    Overchurch 1,40 l,w [1,2]
    Overschie 51 l,v 1,5
    141/166
    Overvecht 30 a 1,2
    Oxford 3,{10}{15}{15,34} a 1,7
    Oyonnax 6,7 y 1,6
    P
    Pakistan 8 l,v 1,2
    Palamaner 1,44 d z35
    Palime 6,7 z35 e,n,z15
    Panama 1,9,12 l,v 1,5 [R1…]
    Papuana 6,7 r e,n,z15
    Parakou 1,42 l,w z35
    Paratyphi A 1,2,12 a [1,5]
    Paratyphi B 1,4,[5],12 b 1,2 [z5],[z33]
    Paratyphi C 6,7,[Vi] c 1,5
    Paris 8,20 z10 1,5
    Parkroyal 1,3,19 l,v 1,7
    Pasing 4,12 z35 1,5
    Patience 28 d e,n,z15
    Penarth 9,12 z35 z6
    Penilla 28 l,z13,z28 e,n,z15
    Pensacola 1,9,12 m,t [1,2]
    Perth 38 y e,n,x
    Petahtikve 1,3,19 f,g,t 1,7
    Phaliron 8 z e,n,z15
    Pharr 11 b e,n,z15
    Picpus 13,23 z35 1,6
    Pietersburg 3,{10}{15,34} z69 1,7
    Pisa 16 i l,w
    Planckendael 6,7 z4,z23 1,6
    Ploufragan 1,44 z4,z23 e,n,z15
    Plumaugat 6,7 g,s,q –
    Plymouth 9,46 d z6
    Poano [1],6,14,[25] z l,z13,z28
    Podiensis 3,10 z10 e,n,x
    142/166
    Poeseldorf 8,20,54 i z6
    Poitiers 6,7 z 1,5
    Pomona 28 y 1,7 [z80],[z90]
    Pontypridd 18 g,m –
    Poona 1,13,22 z 1,6 [z44],[z59]
    Portanigra 8,20 d 1,7
    Portland 9,12 z10 1,5
    Potengi 18 z –
    Potosi 6,14 z36 1,5
    Potsdam 6,7,14 l,v e,n,z15
    Potto 9,46 i z6
    Powell 9,12 y 1,7
    Praha 6,8 y e,n,z15
    Pramiso 3,10 c 1,7
    Presov 6,8 b e,n,z15
    Preston 1,4,12 z l,w
    Pretoria 11 k 1,2
    Putten 13,23 d l,w
    Q
    Quebec 44 c e,n,z15
    Quentin 9,46 d 1,6
    Quincy 30 r 1,6
    Quinhon 47 z44 –
    Quiniela 6,8 c e,n,z15
    143/166
    R
    Ramatgan 30 k 1,5
    Ramsey 28 l,w 1,6
    Ratchaburi 3,10 z35 1,6
    Raus 13,22 f,g e,n,x
    Rawash 6,14,18 c e,n,x
    Reading 1,4,[5],12 e,h 1,5 [R1…]
    Rechovot 8,20 e,h z6
    Redba 6,7 z10 z6
    Redhill 11 e,h l,z13,z28
    Redlands 16 z10 e,n,z15
    Regent 3,10 f,g,[s] [1,6]
    Reinickendorf 4,12 l,z28 e,n,x
    Remete 11 z4,z23 1,6
    Remiremont 8,20 z10 l,w
    Remo 1,4,12,27 r 1,7
    Reubeuss 8,20 g,m,t –
    Rhone 21 c e,n,x
    Rhydyfelin 16 e,h e,n,x
    Richmond 6,7 y 1,2
    Rideau 1,3,19 f,g –
    Ridge 9,12 c z6
    Ried 1,13,22 z4,z23 [e,n,z15]
    Riggil 6,7 g,(t) –
    Riogrande 40 b 1,5
    Rissen 6,7,14 f,g –
    Rittersbach 38 b e,n,z15
    Riverside 45 b 1,5
    Roan 38 l,v e,n,x
    Rochdale 50 b e,n,x
    Rogy 28 z10 1,2
    Romanby 1,13,23 z4,z24 –
    Roodepoort 1,13,22 z10 1,5
    Rosenberg 9,12 g,z85 –
    Rossleben 3,54 e,h 1,6
    144/166
    Rostock 1,9,12 g,p,u –
    Rothenburgsort 38 m,t –
    Rottnest 1,13,22 b 1,7
    Rovaniemi 16 r,i 1,5
    Royan 1,6,14,25 z e,n,z15
    Ruanda 9,12 z10 e,n,z15
    Rubislaw 11 r e,n,x
    Ruiru 21 y e,n,x
    Rumford 6,7 z38 1,2 [z82]
    Runby 1,6,14,25 c e,n,x
    Ruzizi 3,10 l,v e,n,z15
    S
    Saarbruecken 1,9,12 a 1,7
    Saboya 16 e,h 1,5
    Sada 30 z10 1,2
    Saintemarie 52 g,t –
    Saintpaul 1,4,[5],12 e,h 1,2
    Salford 16 l,v e,n,x
    Salinas 40 a 1,7
    Sally 41 z 1,6
    Saloniki 16 z29 –
    Samaru 41 i 1,5
    Sambre 1,3,19 z4,z24 –
    Sandaga 3,10 z38 1,2
    Sandiego 1,4,[5],12 e,h e,n,z15
    Sandow 6,8 f,g e,n,z15
    Sanga 8 b 1,7
    Sangalkam 9,46 m,t –
    Sangera 16 b e,n,z15
    Sanjuan 6,7 a 1,5
    Sanktgeorg 28 r,[i] e,n,z15
    Sanktjohann 13,23 b l,w
    Sanktmarx 1,3,19 e,h 1,7
    145/166
    Santander 28 z35 e,n,z15
    Santhiaba 40 l,z28 1,6
    Santiago 8,20 c e,n,x
    Sao 1,3,19 e,h e,n,z15
    Sapele 13,23 z10 e,n,z15
    Saphra 16 y 1,5
    Sara 1,6,14,25 z38 [e,n,x]
    Sarajane 1,4,[5],12,[27] d e,n,x
    Saugus 40 b 1,7
    Scarborough 30 k l,z13,z28
    Schalkwijk 6,14,[24] i e,n,z15
    Schleissheim 4,12,27 b –
    Schoeneberg 1,3,19 z e,n,z15
    Schwabach 6,7 c 1,7
    Schwarzengrund 1,4,12,27 d 1,7
    Schwerin 6,8 k e,n,x
    Sculcoates 16 d 1,5
    Seattle 28 a e,n,x
    Sedgwick 44 b e,n,z15
    Seegefeld 3,10 r,i 1,2
    Sekondi 3,10 e,h z6
    Selby 28 y z6
    Sendai 1,9,12 a 1,5
    Senegal 11 r 1,5
    Senftenberg 1,3,19 g,[s],t – [z27],[z34],[z37],[z43],
    [z45], [z46],[z82]
    Senneville 30 z10 1,5
    Seremban 9,12 i 1,5
    Serrekunda 3,10 k 1,7
    Shahalam 44 b 1,6
    Shamba 16 c e,n,x
    Shangani 3,{10}{15} d 1,5
    Shanghai 16 l,v 1,6 [z45]
    Shannon 3,10 z35 l,w
    Sharon 11 k 1,6
    Sheffield 38 c 1,5
    Sherbrooke 16 d 1,6
    Shikmonah 40 a 1,5
    Shipley 8,20 b e,n,z15
    Shomolu 28 y l,w
    Shoreditch 9,46 r e,n,z15
    146/166
    Shubra 4,[5],12 z 1,2
    Sica 41 b e,n,z15
    Simi 3,10 r e,n,z15
    Sinchew 3,10 l,v z35
    Sindelfingen 8,20 y l,w
    Singapore 6,7 k e,n,x
    Sinstorf 3,10 l,v 1,5
    Sinthia 18 z38 –
    Sipane 1,42 r e,n,z15
    Skansen 6,8 b 1,2
    Slade 1,3,19 y e,n,z15
    Sljeme 1,47 f,g –
    Sloterdijk 1,4,12,27 z35 z6
    Soahanina 6,14,24 z e,n,x
    Soerenga 30 i l,w
    Sokode 9,46 r z6
    Solna 28 a 1,5
    Solt 11 y 1,5
    Somone 6,7 z4,z24 –
    Sontheim 9,46 d z35
    Soumbedioune 28 b e,n,x
    Southampton 4,12,27 r z6
    Southbank 3,{10}{15}{15,34} m,t [1,6]
    Souza 3,{10}{15} d e,n,x
    Spalentor 1,42 y e,n,z15
    Spartel 21 d 1,5
    Splott 44 g,s,t [1,7]
    Stachus 38 z –
    Stanley 1,4,[5],12,[27] d 1,2
    Stanleyville 1,4,[5],12,[27] z4,z23 [1,2]
    Staoueli 47 k 1,2
    Steinplatz 30 y 1,6
    Steinwerder 3,15,54 y 1,5
    Stellingen 47 d e,n,x [z58]
    Stendal 11 l,v 1,2
    Sternschanze 30 g,s,t – [z59]
    Sterrenbos 6,8 d e,n,x
    Stockholm 3,{10}{15} y z6
    Stoneferry 30 z4,z23 –
    Stormont 3,10 d 1,2
    Stourbridge 6,8 b 1,6
    147/166
    Straengnaes 11 z10 1,5
    Strasbourg 9,46 d 1,7
    Stratford 1,3,19 i 1,2
    Strathcona 6,7 l,z13,z28 1,7
    Stuivenberg 1,3,19 l,[z13],z28 1,5
    Stuttgart 6,7,14 i z6
    Suberu 3,10 g,m –
    Sudan 43 l,z13 –
    Suelldorf 45 f,g –
    Sundsvall [1],6,14,[25] z e,n,x
    Sunnycove 8 y e,n,x
    Surat [1],6,14,[25] r,[i] e,n,z15
    Surrey 21 k 1,(2),5
    Svedvi 1,3,19 l,v e,n,z15
    Sya 47 b z6
    Sylvania [1],6,14,[25] g,p –
    Szentes 16 k 1,2
    T
    Tabligbo 47 z4,z23 e,n,z15
    Tado 8,20 c z6
    Tafo 1,4,12,27 z35 1,7
    Taiping 13,22 l,z13 e,n,z15
    Takoradi 6,8 i 1,5
    Taksony 1,3,19 i z6
    Tallahassee 6,8 z4,z32 –
    Tamale 8,20 z29 [e,n,z15]
    Tambacounda 1,3,19 b e,n,x
    Tamberma 47 z4,z24 –
    Tamilnadu 6,7 z41 z35
    Tampico 6,7 z36 e,n,z15
    Tananarive 6,8 y 1,5
    Tanger 1,13,22 y 1,6
    Tanzania 1,13,22 z e,n,z15
    148/166
    Tarshyne 9,12 d 1,6
    Taset 1,42 z41 –
    Taunton 28 k e,n,x
    Taylor 38 l,v e,n,z15
    Tchad 35 b –
    Tchamba 17 z e,n,z15
    Techimani 28 c z6
    Teddington 1,4,12,27 y 1,7
    Tees 16 f,g – [z37]
    Tejas 4,12 z36 –
    Teko [1],6,14,[25] d e,n,z15
    Telaviv 28 y e,n,z15
    Telelkebir 13,23 d e,n,z15
    Telhashomer 11 z10 e,n,x
    Teltow 28 z4,z23 1,6
    Tema 1,42 z35 z6
    Tempe 30 b 1,7 [z33]
    Tendeba 17 y e,n,x
    Tennenlohe 18 r 1,5
    Tennessee 6,7,14 z29 [1,2,7]
    Tennyson 4,[5],12 g,z51 e,n,z15
    Teshie 1,47 l,z13,z28 e,n,z15
    Texas 4,[5],12 k e,n,z15
    Thayngen 1,4,12,27 z41 1,(2),5
    Thetford 43 k 1,2
    Thiaroye 38 e,h 1,2
    Thies 1,3,19 y 1,7
    Thompson 6,7,14 k 1,5 [R1…]
    Tibati 3,10 i 1,6
    Tienba 6,7 z35 1,6
    Tiergarten 44 a e,n,x
    Tiko 1,40 l,z13,z28 1,2
    Tilburg 1,3,19 d l,w [z49]
    Tilene 1,40 e,h 1,2
    Tinda 1,4,12,27 a e,n,z15
    Tione 51 a e,n,x
    Togba 16 a e,n,x
    Togo 4,12 l,w 1,6
    Tokoin 4,12 z10 e,n,z15
    Tomegbe 1,42 b e,n,z15
    Tomelilla 1,3,19 l,z28 1,7
    149/166
    Tonev 21,54 b e,n,x
    Toowong 11 a 1,7
    Torhout 30 e,h 1,5
    Toricada 1,42 z4,z24 –
    Tornow 45 g,m,[s],[t] –
    Toronto 9,46 l,v e,n,x
    Toucra 48 z 1,5 [z58]
    Toulon 18 l,w e,n,z15
    Tounouma 8,20 b z6
    Tours 11 l,z13 1,2
    Trachau 4,12,27 y 1,5
    Transvaal 45 z4,z24 –
    Travis 4,[5],12 g,z51 1,7
    Treforest 1,51 z 1,6
    Treguier 9,12 z10 z6
    Trier 16 z35 1,6
    Trimdon 9,46 z35 z6
    Tripoli 1,4,12,27 b z6
    Trotha 40 z10 z6
    Troy 18 y 1,7
    Truro 3,10 i 1,7
    Tschangu 1,13,23 e,h 1,5
    Tsevie 1,4,12 i e,n,z15
    Tshiongwe 6,8 e,h e,n,z15
    Tucson [1],6,14,[25] b 1,7
    Tudu 4,12 z10 1,6
    Tumodi 1,4,12 i z6
    Tunis 1,13,23 y z6
    Typhi 9,12[Vi] d – [j],[z66]
    Typhimurium 1,4,[5],12 i 1,2
    Typhisuis 6,7 c 1,5
    Tyresoe 1,4,12,[27] l,[z13],z28 1,5
    150/166
    U
    Uccle 3,54 g,s,t –
    Uganda 3,{10}{15} l,z13 1,5
    Ughelli 3,10 r 1,5
    Uhlenhorst 44 z l,w
    Uithof 52 a 1,5
    Ullevi 1,13,23 b e,n,x
    Umbadah 1,3,19 d 1,2
    Umbilo 28 z10 e,n,x
    Umhlali 6,7 a 1,6
    Umhlatazana 35 a e,n,z15
    Uno 6,8 z29 [e,n,z15]
    Uppsala 1,4,12,27 b 1,7
    Urbana 30 b e,n,x
    Ursenbach 1,42 z 1,6
    Usumbura 6,14,18 d 1,7
    Utah 6,8 c 1,5
    Utrecht 52 d 1,5
    Uzaramo 1,6,14,25 z4,z24 –
    V
    Vaertan 13,22 b e,n,x
    Valdosta 6,8 a 1,2
    Vancouver 16 c 1,5
    Vanier 28 z 1,5
    Vaugirard 41 b 1,6
    Vegesack 16 b l,w
    Vejle 3,{10}{15} e,h 1,2 [z27]
    Vellore 1,4,12,27 z10 z35
    151/166
    Veneziana 11 i e,n,x
    Verona 41 i 1,6
    Verviers 45 k 1,5
    Victoria 1,9,12 l,w 1,5
    Victoriaborg 17 c 1,6
    Vietnam 41 b z6
    Vilvoorde 1,3,19 e,h 1,5
    Vinohrady 28 m,t [e,n,z15]
    Virchow 6,7,14 r 1,2
    Virginia 8 d 1,2
    Visby 1,3,19 b 1,6
    Vitkin 28 l,v e,n,x
    Vleuten 44 f,g –
    Vogan 1,42 z38 z6
    Volkmarsdorf 28 i 1,6
    Volta 11 r l,z13,z28
    Vom 1,4,12,27 l,z13,z28 e,n,z15
    Voulte 43 i e,n,x
    Vridi 1,13,23 e,h l,w
    Vuadens 4,12,27 z4,z23 z6
    W
    Wa 16 b 1,5
    Waedenswil 9,46 e,h 1,5
    Wagadugu 3,10 z4,z23 z6
    Wagenia 1,4,12,27 b e,n,z15
    Wanatah 1,3,19 d 1,7
    Wandsworth 39 b 1,2
    Wangata 1,9,12 z4,z23 [1,7]
    Waral 1,42 m,t –
    Warengo 17 z 1,5
    Warmsen 45 d e,n,z15
    Warnemuende 28 i e,n,x
    152/166
    Warnow 6,8 i 1,6
    Warragul [1],6,14,[25] g,m –
    Warri 17 k 1,7
    Washington 13,22 m,t –
    Waycross 41 z4,z23 [e,n,z15]
    Wayne 30 g,z51 –
    Wedding 28 c e,n,z15
    Welikade 16 l,v 1,7
    Weltevreden 3,{10}{15} r z6
    Wenatchee 47 b 1,2
    Wentworth 11 z10 1,2
    Wernigerode 9,46 f,g –
    Weslaco 42 z36 –
    Westafrica 9,12 e,h 1,7
    Westeinde 16 l,w 1,6
    Westerstede 1,3,19 l,z13 1,2
    Westhampton 3,{10}{15}{15,34} g,s,t – [z37]
    Westminster 3,{10}{15} b z35
    Weston 16 e,h z6
    Westphalia 35 z4,z24 –
    Weybridge 3,10 d z6
    Wichita 1,13,23 d 1,6 [z37]
    Widemarsh 35 z29 –
    Wien 1,4,12,[27] b l,w
    Wil 6,7 d l,z13,z28
    Wilhelmsburg 1,4,[5],12,[27] z38 [e,n,z15]
    Willamette 38 d 1,5
    Willemstad 1,13,22 e,h 1,6
    Wilmington 3,10 b z6
    Wimborne 3,10 k 1,2
    Windermere 39 y 1,5
    Windsheim 51 a 1,2
    Wingrove 6,8 c 1,2
    Winneba 4,12 r 1,6
    Winnipeg 54 e,h 1,5
    Winslow 13,22 z 1,5
    Winston 6,7 m,t 1,6
    Winterthur 1,3,19 l,z13 1,6
    Wippra 6,8 z10 z6
    Wisbech 16 i 1,7
    Wohlen 11 b 1,6
    153/166
    Woodhull 1,6,14,25 d 1,6
    Woodinville 11 c e,n,x
    Worb 9,46 b e,n,x
    Worthington 1,13,23 z l,w [z43]
    Woumbou 11 y e,n,x,z15
    Wuiti 30 z35 e,n,z15
    Wuppertal 9,46 z41 –
    Wyldegreen 1,13,23 a l,w
    Y
    Yaba 3,{10}{15} b e,n,z15
    Yalding 1,3,19 r e,n,z15
    Yaounde 1,4,12,27 z35 e,n,z15
    Yardley 28 g,m 1,6
    Yarm 6,8 z35 1,2
    Yarrabah 13,23 y 1,7
    Yeerongpilly 3,10 i z6
    Yehuda 11 z4,z24 –
    Yekepa 1,40 z35 e,n,z15
    Yellowknife 9,12 r e,n,x
    Yenne 1,3,19 z10 1,5
    Yerba 54 z4,z23 –
    Yoff 38 z4,z23 1,2
    Yokoe 8,20 m,t –
    Yolo 35 c [e,n,z15]
    Yombesali 47 z35 z6
    Yopougon 45 z e,n,z15
    York 9,12 l,z28 e,n,z15
    Yoruba 16 c l,w
    Yovokome 8,20 d 1,5
    Yundum 3,10 k e,n,x
    154/166
    Z
    Zadar 9,46 b 1,6
    Zaiman 9,12 l,v e,n,x
    Zaire 30 c 1,7
    Zanzibar 3,{10}{15} k 1,5
    Zaria 17 k e,n,z15
    Zega 9,12 d z6
    Zehlendorf 30 a 1,5
    Zerifin 6,8 z10 1,2
    Zigong 16 l,w 1,5
    Zinder 44 z29 –
    Zongo 3,10 z35 1,7
